"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","Percent_Chronically_Absent","School Name.y","Year.y","Total Enrollment","Grade 8","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","Gen Ed","ICT","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"13","01M140","P.S. 140 Nathan Straus","2017-18","s","ELL Status","ELL","s","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"14","01M140","P.S. 140 Nathan Straus","2017-18","90.3","Poverty","Poverty","30.4","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"15","01M140","P.S. 140 Nathan Straus","2017-18","85.2","SWD Status","SWD","47.6","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"16","01M140","P.S. 140 Nathan Straus","2017-18","93.0","SWD Status","Not SWD","21.7","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"17","01M140","P.S. 140 Nathan Straus","2017-18","90.6","All Students","All Students","29.9","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"18","01M140","P.S. 140 Nathan Straus","2017-18","91.7","Gender","Female","26.5","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"19","01M140","P.S. 140 Nathan Straus","2017-18","80.3","Ethnicity","Black","45.5","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"20","01M140","P.S. 140 Nathan Straus","2017-18","92.2","Poverty","Not Poverty","27.3","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"21","01M140","P.S. 140 Nathan Straus","2017-18","89.5","Gender","Male","33.3","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"22","01M140","P.S. 140 Nathan Straus","2017-18","s","Ethnicity","Other","s","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"23","01M140","P.S. 140 Nathan Straus","2017-18","s","Ethnicity","Asian","s","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"24","01M140","P.S. 140 Nathan Straus","2017-18","s","Ethnicity","White","s","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"25","01M140","P.S. 140 Nathan Straus","2017-18","s","ELL Status","Not ELL","s","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"26","01M140","P.S. 140 Nathan Straus","2017-18","91.9","Ethnicity","Hispanic","30.6","P.S. 140 Nathan Straus","2017-18",371,66,0.491,0.509,0.124,0.027,0.329,0.884,0.913,29,30,NA,9.2,NA,NA,NA
"27","01M184","P.S. 184m Shuang Wen","2017-18","s","Ethnicity","Other","s","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"28","01M184","P.S. 184m Shuang Wen","2017-18","95.8","Ethnicity","Hispanic","11.1","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"29","01M184","P.S. 184m Shuang Wen","2017-18","98.1","Poverty","Poverty","3.2","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"30","01M184","P.S. 184m Shuang Wen","2017-18","s","Ethnicity","Black","s","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"31","01M184","P.S. 184m Shuang Wen","2017-18","99.0","Ethnicity","Asian","0.0","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"32","01M184","P.S. 184m Shuang Wen","2017-18","97.3","Ethnicity","White","0.0","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"33","01M184","P.S. 184m Shuang Wen","2017-18","98.4","Gender","Female","0.0","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"34","01M184","P.S. 184m Shuang Wen","2017-18","97.8","ELL Status","ELL","0.0","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"35","01M184","P.S. 184m Shuang Wen","2017-18","98.3","All Students","All Students","2.2","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"36","01M184","P.S. 184m Shuang Wen","2017-18","98.7","SWD Status","Not SWD","0.0","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"37","01M184","P.S. 184m Shuang Wen","2017-18","98.8","Poverty","Not Poverty","0.0","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"38","01M184","P.S. 184m Shuang Wen","2017-18","98.4","ELL Status","Not ELL","2.5","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"39","01M184","P.S. 184m Shuang Wen","2017-18","97.0","SWD Status","SWD","10.5","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"40","01M184","P.S. 184m Shuang Wen","2017-18","98.3","Gender","Male","4.4","P.S. 184m Shuang Wen","2017-18",684,87,0.499,0.501,0.037,0.073,0.165,0.68,0.653,29,29,NA,NA,NA,NA,NA
"41","01M188","P.S. 188 The Island School","2017-18","92.2","ELL Status","ELL","18.2","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"42","01M188","P.S. 188 The Island School","2017-18","87.5","SWD Status","SWD","52.9","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"43","01M188","P.S. 188 The Island School","2017-18","91.5","All Students","All Students","31.7","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"44","01M188","P.S. 188 The Island School","2017-18","91.1","Gender","Female","33.3","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"45","01M188","P.S. 188 The Island School","2017-18","s","Ethnicity","Black","s","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"46","01M188","P.S. 188 The Island School","2017-18","93.1","SWD Status","Not SWD","23.9","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"47","01M188","P.S. 188 The Island School","2017-18","91.4","ELL Status","Not ELL","34.6","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"48","01M188","P.S. 188 The Island School","2017-18","91.7","Poverty","Poverty","30.4","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"49","01M188","P.S. 188 The Island School","2017-18","90.4","Poverty","Not Poverty","42.9","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"50","01M188","P.S. 188 The Island School","2017-18","91.4","Ethnicity","Hispanic","31.8","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"51","01M188","P.S. 188 The Island School","2017-18","s","Ethnicity","White","s","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"52","01M188","P.S. 188 The Island School","2017-18","92.1","Gender","Male","29.6","P.S. 188 The Island School","2017-18",433,60,0.427,0.573,0.293,0.028,0.312,0.921,0.954,27,27,NA,18,NA,NA,NA
"53","01M332","University Neighborhood Middle School","2017-18","s","Ethnicity","Other","s","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"54","01M332","University Neighborhood Middle School","2017-18","90.9","SWD Status","Not SWD","34.1","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"55","01M332","University Neighborhood Middle School","2017-18","90.3","All Students","All Students","34.7","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"56","01M332","University Neighborhood Middle School","2017-18","88.9","Gender","Female","37.5","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"57","01M332","University Neighborhood Middle School","2017-18","89.2","SWD Status","SWD","35.7","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"58","01M332","University Neighborhood Middle School","2017-18","s","Ethnicity","Hispanic","s","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"59","01M332","University Neighborhood Middle School","2017-18","90.5","Ethnicity","Black","43.5","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"60","01M332","University Neighborhood Middle School","2017-18","94.1","Ethnicity","Asian","16.7","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"61","01M332","University Neighborhood Middle School","2017-18","95.5","Poverty","Not Poverty","0.0","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"62","01M332","University Neighborhood Middle School","2017-18","89.7","ELL Status","Not ELL","39.3","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"63","01M332","University Neighborhood Middle School","2017-18","89.7","Poverty","Poverty","37.9","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"64","01M332","University Neighborhood Middle School","2017-18","91.3","Gender","Male","32.5","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"65","01M332","University Neighborhood Middle School","2017-18","s","Ethnicity","White","s","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"66","01M332","University Neighborhood Middle School","2017-18","93.8","ELL Status","ELL","9.1","University Neighborhood Middle School","2017-18",203,69,0.433,0.567,0.232,0.039,0.438,0.887,0.848,NA,30,NA,11,NA,NA,NA
"67","01M378","School for Global Leaders","2017-18","s","ELL Status","ELL","s","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"68","01M378","School for Global Leaders","2017-18","88.3","All Students","All Students","38.7","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"69","01M378","School for Global Leaders","2017-18","89.5","Gender","Female","29.4","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"70","01M378","School for Global Leaders","2017-18","s","ELL Status","Not ELL","s","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"71","01M378","School for Global Leaders","2017-18","89.2","Poverty","Not Poverty","28.6","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"72","01M378","School for Global Leaders","2017-18","88.1","SWD Status","Not SWD","38.8","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"73","01M378","School for Global Leaders","2017-18","s","Ethnicity","Other","s","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"74","01M378","School for Global Leaders","2017-18","88.6","SWD Status","SWD","38.5","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"75","01M378","School for Global Leaders","2017-18","s","Ethnicity","White","s","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"76","01M378","School for Global Leaders","2017-18","88.1","Poverty","Poverty","41.2","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"77","01M378","School for Global Leaders","2017-18","86.5","Ethnicity","Hispanic","45.5","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"78","01M378","School for Global Leaders","2017-18","89.6","Ethnicity","Black","37.1","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"79","01M378","School for Global Leaders","2017-18","87.2","Gender","Male","47.3","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"80","01M378","School for Global Leaders","2017-18","94.4","Ethnicity","Asian","16.7","School for Global Leaders","2017-18",256,96,0.434,0.566,0.273,0.016,0.391,0.828,0.853,23,20.7,13,11.5,NA,NA,NA
"81","01M450","East Side Community School","2017-18","97.0","Gender","Female","4.2","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"82","01M450","East Side Community School","2017-18","96.7","Ethnicity","Hispanic","6.7","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"83","01M450","East Side Community School","2017-18","96.7","Gender","Male","4.3","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"84","01M450","East Side Community School","2017-18","97.7","Ethnicity","Asian","0.0","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"85","01M450","East Side Community School","2017-18","96.9","All Students","All Students","4.2","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"86","01M450","East Side Community School","2017-18","97.7","Ethnicity","Black","0.0","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"87","01M450","East Side Community School","2017-18","97.7","SWD Status","Not SWD","0.0","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"88","01M450","East Side Community School","2017-18","97.0","Ethnicity","White","0.0","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"89","01M450","East Side Community School","2017-18","96.9","ELL Status","Not ELL","4.2","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"90","01M450","East Side Community School","2017-18","94.7","Ethnicity","Other","14.3","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"91","01M450","East Side Community School","2017-18","97.3","Poverty","Not Poverty","5.9","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"92","01M450","East Side Community School","2017-18","96.6","Poverty","Poverty","3.3","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"93","01M450","East Side Community School","2017-18","95.4","SWD Status","SWD","12.1","East Side Community School","2017-18",683,94,0.464,0.536,0.165,0.146,0.266,0.654,0.629,NA,13,NA,2,NA,NA,NA
"94","01M539","New Explorations into Science, Technology and Math","2017-18","96.4","ELL Status","Not ELL","7.4","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"95","01M539","New Explorations into Science, Technology and Math","2017-18","96.0","Ethnicity","White","9.5","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"96","01M539","New Explorations into Science, Technology and Math","2017-18","95.1","Ethnicity","Hispanic","13.3","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"97","01M539","New Explorations into Science, Technology and Math","2017-18","96.7","Ethnicity","Black","0.0","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"98","01M539","New Explorations into Science, Technology and Math","2017-18","96.3","Poverty","Not Poverty","8.6","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"99","01M539","New Explorations into Science, Technology and Math","2017-18","s","SWD Status","Not SWD","s","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"100","01M539","New Explorations into Science, Technology and Math","2017-18","97.0","Poverty","Poverty","0.0","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"101","01M539","New Explorations into Science, Technology and Math","2017-18","97.5","Ethnicity","Asian","2.7","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"102","01M539","New Explorations into Science, Technology and Math","2017-18","96.7","Gender","Female","3.9","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"103","01M539","New Explorations into Science, Technology and Math","2017-18","s","SWD Status","SWD","s","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"104","01M539","New Explorations into Science, Technology and Math","2017-18","96.6","Ethnicity","Other","10.0","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"105","01M539","New Explorations into Science, Technology and Math","2017-18","96.0","Gender","Male","11.7","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"106","01M539","New Explorations into Science, Technology and Math","2017-18","96.4","All Students","All Students","7.4","New Explorations into Science, Technology and Math","2017-18",1734,136,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,27.2,NA,NA,NA,NA,NA
"107","01M839","Tompkins Square Middle School","2017-18","95.4","Poverty","Poverty","13.0","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"108","01M839","Tompkins Square Middle School","2017-18","96.2","Ethnicity","White","3.4","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"109","01M839","Tompkins Square Middle School","2017-18","96.2","SWD Status","Not SWD","5.3","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"110","01M839","Tompkins Square Middle School","2017-18","95.6","Gender","Male","11.1","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"111","01M839","Tompkins Square Middle School","2017-18","98.5","Ethnicity","Asian","0.0","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"112","01M839","Tompkins Square Middle School","2017-18","95.7","All Students","All Students","8.7","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"113","01M839","Tompkins Square Middle School","2017-18","s","ELL Status","ELL","s","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"114","01M839","Tompkins Square Middle School","2017-18","s","ELL Status","Not ELL","s","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"115","01M839","Tompkins Square Middle School","2017-18","93.4","Ethnicity","Hispanic","17.4","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"116","01M839","Tompkins Square Middle School","2017-18","s","Ethnicity","Black","s","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"117","01M839","Tompkins Square Middle School","2017-18","s","Ethnicity","Other","s","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"118","01M839","Tompkins Square Middle School","2017-18","94.3","SWD Status","SWD","18.8","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"119","01M839","Tompkins Square Middle School","2017-18","95.8","Gender","Female","6.3","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"120","01M839","Tompkins Square Middle School","2017-18","96.1","Poverty","Not Poverty","2.0","Tompkins Square Middle School","2017-18",373,126,0.531,0.469,0.137,0.209,0.276,0.694,0.68,32,31.3,NA,NA,NA,NA,NA
"121","02M104","J.H.S. 104 Simon Baruch","2017-18","92.6","Ethnicity","Black","28.1","J.H.S. 104 Simon Baruch","2017-18",1134,388,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31.9,30,7.7,NA,NA,NA,NA
